input_row_key,input_company_name,matched_veridion_id,match_score,status
524,TELENOR REAL ESTATE AS,1ac82415-93e5-11eb-be3a-7f925cb94351,82.21,MATCHED
525,Telenor Shared Services AS,4df951dc-2cfa-11ef-96db-335e17d831d9,87.0,MATCHED
526,TELENOR SOFTWARE LAB AS,dbe2248f-aba6-11ef-b6d6-0b609ebb973a,85.0,MATCHED
527,TELENOR SVALBARD AS,46de1915-b931-11ed-afa5-ed77e2762254,87.4,MATCHED
528,TELETEAMET A/S,a84b4151-0da2-11ec-9b20-fda7bd57cf2c,94.0,MATCHED
529,Teliti Teknik Sdn Bhd,bdf9ef01-b77a-11ed-be56-5737ab22b0ef,90.71,MATCHED
530,Textilia Group A/S,82f1b671-106e-11ee-96a3-3bc9ea359402,80.44,MATCHED
531,Thailife Insurance Public Company Limited,22d880ae-93e5-11eb-8e19-198fb02d6f96,84.42,MATCHED
532,SETEC CARD A/S,,18.87,UNMATCHED (Low Confidence)
533,GEMALTO NORGE AS,88ebf1ce-3a02-11ee-94b5-fd90c5a93d00,100.0,MATCHED
534,Thales DIS Sweden AB,,64.42,UNMATCHED (Low Confidence)
535,TIETOEVRY NORWAY AS,8dfb5f3d-93e4-11eb-a33a-a3dfba582839,90.45,MATCHED
537,TINEX GROUP AS,e8cae664-93e4-11eb-b89f-536884b3e7dd,100.0,MATCHED
538,Tm Technology Services Sdn. Bhd.,2fc4267e-93e5-11eb-b4a6-27899be4e45d,93.82,MATCHED
539,Tongyu Communication Inc.,2b94d4a1-93e5-11eb-b89f-536884b3e7dd,76.43,MATCHED
540,Tp Link International Ltd.,fedb5170-bfb3-11ec-aa0f-71bbddca30bf,86.58,MATCHED
541,TPM DATA ApS,0176f865-93e5-11eb-91fb-73d498260b10,70.0,MATCHED
542,"Tradium, Erhvervsskole og - gymnasier, Randers S/I",017806f1-2aa1-11ef-9160-93062718f344,83.05,MATCHED
543,TRANSMODE SYSTEMS AB,7422ed1e-5e29-11ef-90a8-8b966e020cd1,100.0,MATCHED
544,TREND MICRO (SINGAPORE) PTE. LTD.,7f4688c8-ad32-11ef-8c9e-31c2725f601c,74.0,MATCHED
545,Trifork A/S,0bbb730a-93e5-11eb-be3a-7f925cb94351,100.0,MATCHED
546,True Move H Universal Communication Co Ltd,4c667ccb-13c6-11ec-9836-ef7b0600cc53,78.51,MATCHED
547,TRUSTZONE A/S,8b944a32-93e4-11eb-86dd-ffbd1b53140e,100.0,MATCHED
548,TT DOTCOM SDN. BHD.,,56.97,UNMATCHED (Low Confidence)
549,TT-NETVAERKET P/S,f1ca36c3-93e4-11eb-9937-4fab995bf8ff,95.91,MATCHED
550,TUTELA TECHNOLOGIES LTD.,c5b76852-93e4-11eb-be3a-7f925cb94351,79.23,MATCHED
551,TXO SYSTEMS LTD,a4e5eb10-93e4-11eb-be3a-7f925cb94351,100.0,MATCHED
552,UIPATH SRL,fbd80a51-3243-11ec-9985-d11c4bd35db5,100.0,MATCHED
553,Unit Trust Of Pakistan,,68.4,UNMATCHED (Low Confidence)
554,"UNITED INFORMATION HIGHWAY CO., LTD.",2950b10d-93e5-11eb-919a-b3f9a5ad205c,95.0,MATCHED
555,Ur Consult ApS,d21a0337-03a5-11ec-a873-d574c694d6a6,70.88,MATCHED
556,UTEL AS,e5d58700-d139-11ec-90aa-d5cfd1428197,100.0,MATCHED
557,VANTIVA TECHNOLOGIES,,53.63,UNMATCHED (Low Confidence)
558,Vertiv (Malaysia) Sdn. Bhd.,,43.25,UNMATCHED (Low Confidence)
559,"VERTIV (THAILAND) CO., LTD.",,44.0,UNMATCHED (Low Confidence)
560,Vertiv Energy Private Limited,3dab2b4c-b0d3-11ef-95f9-0de7499436cf,76.67,MATCHED
561,VERTIV (SINGAPORE) PTE. LTD.,,57.05,UNMATCHED (Low Confidence)
562,Viaplay Group AB (publ),3a455bf0-93e5-11eb-a33a-a3dfba582839,79.71,MATCHED
563,VIRTUAL WORLD (PVT.) LIMITED,41e1cae2-1182-11ec-ab7f-1d16de437ce8,86.3,MATCHED
564,MV-NORDIC A/S,,69.4,UNMATCHED (Low Confidence)
565,VOXOGO ApS,ed5cca83-93e4-11eb-8859-29e7c34dee35,100.0,MATCHED
566,WATCHDATA TECHNOLOGIES PTE LTD,f3e108dc-93e4-11eb-8e19-198fb02d6f96,100.0,MATCHED
567,WATEEN SOLUTIONS (PVT.) LIMITED,1d164ec2-0207-11ef-9c4a-0fa9a82a1312,86.76,MATCHED
568,Waystream AB,c179226e-93e4-11eb-9937-4fab995bf8ff,80.38,MATCHED
569,WIDEROE AS,85da39b1-93e4-11eb-8474-3bbe2d07207d,93.57,MATCHED
570,Wilke Markedsanalyse A/S,01eb8c25-93e5-11eb-b4a6-27899be4e45d,78.25,MATCHED
571,WIPRO LIMITED,e760f611-93e4-11eb-be5a-4f810ab55f2e,87.73,MATCHED
572,WIPRO LIMITED (SINGAPORE BRANCH),f5b10fd3-0321-11ee-b9c7-d945c48165b4,89.29,MATCHED
573,Wire & Wireless Co Ltd,727be343-ba6f-11eb-a6d9-7794e56e1994,89.29,MATCHED
574,WOODLANDS TRANSPORT SOLUTIONS PTE. LTD.,3a3d6cb0-93e5-11eb-8ad6-7326edce8d21,80.12,MATCHED
575,WORKDAY LIMITED,8c15d642-93e4-11eb-8474-3bbe2d07207d,88.6,MATCHED
576,WTW REAL ESTATE SDN. BHD.,bb46d4a4-93e4-11eb-8859-29e7c34dee35,86.9,MATCHED
577,XIT SOFTWARE ApS,ae1ecc30-0c00-11ec-882c-e7dd96ffa691,100.0,MATCHED
578,Yangtze Optical Fibre And Cable Joint Stock Ltd.,c9fbf78c-8b5f-11ec-9e94-331f9459c7f5,100.0,MATCHED
579,YINDA TECHNOLOGY (THAILAND) COMPANY LIMITED,e26d008f-4dae-11ee-820a-3797d6fca93c,93.79,MATCHED
580,ZALARIS HR SERVICES DANMARK A/S,1965cb44-f87f-11ed-ab94-9d382b3b5926,92.06,MATCHED
581,Zalaris HR Services Finland Oy,2232e03f-ff78-11eb-a358-8dbe3201bc48,80.08,MATCHED
582,ZALARIS HR SERVICES NORWAY AS,28b4ac6a-b989-11ec-9415-2f89cc4d8f8b,70.2,MATCHED
583,Zalaris HR Services Sverige AB,12e5a0a4-f5c3-11ed-88cc-c9466c597c9c,93.0,MATCHED
584,ZENDATA ApS,ae69fbe1-93e4-11eb-be3a-7f925cb94351,78.92,MATCHED
585,ZHONGXING TELECOM PAKISTAN (PRIVATE) LIMITED,4d56b450-e160-11eb-affd-256fd8cf1b98,100.0,MATCHED
586,ZIFF DAVIS IRELAND LIMITED,,65.39,UNMATCHED (Low Confidence)
587,Zte (Malaysia) Corporation Sdn. Bhd.,9d0ddc95-93e4-11eb-8e19-198fb02d6f96,78.77,MATCHED
588,Zte (Thailand) Co Ltd,3a1f7b24-683a-11ee-92e5-016d0f508b74,93.57,MATCHED
589,Zte Corporation,a68dcec0-93e4-11eb-9937-4fab995bf8ff,85.0,MATCHED
590,Z.T.E. CORPORATION BANGLADESH LTD.,3a852200-1b06-11ec-ae98-5d8c88c64981,78.22,MATCHED
591,ZTE NORWAY AS,05b20a12-93e5-11eb-9937-4fab995bf8ff,79.55,MATCHED
